case_folding,tokenized_text
maxim sangat mengecewakan saya mendapat promo dan berlaku potongan disetiap ruteternyata setiap pembayaran kepada driver argoku berbeda dgn argo milik driver juga pemesanan maxim foodnya titil pesanan dan titik lokasi penjual berbedabikin bigung sja,"['maxim', 'sangat', 'mengecewakan', 'saya', 'mendapat', 'promo', 'dan', 'berlaku', 'potongan', 'disetiap', 'ruteternyata', 'setiap', 'pembayaran', 'kepada', 'driver', 'argoku', 'berbeda', 'dgn', 'argo', 'milik', 'driver', 'juga', 'pemesanan', 'maxim', 'foodnya', 'titil', 'pesanan', 'dan', 'titik', 'lokasi', 'penjual', 'berbedabikin', 'bigung', 'sja']"
driver sering minta offline terutama dari bandara harga bisa lebih mahal dari aplikasi,"['driver', 'sering', 'minta', 'offline', 'terutama', 'dari', 'bandara', 'harga', 'bisa', 'lebih', 'mahal', 'dari', 'aplikasi']"
selalu lamaaa bangetttt menunggu driver,"['selalu', 'lamaaa', 'bangetttt', 'menunggu', 'driver']"
ini beneran udah angkat tangan aku top up maxim kaspro kesekian kalinya tiba tiba kepotong banyak trus tiba tiba keblokir trus yang barusan malah gak masuk sama sekali keblokir maunya apa coba mending pembayaran bisa langsung transfer bank aja daripada ribet pungli gini gak bangett sumpah,"['ini', 'beneran', 'udah', 'angkat', 'tangan', 'aku', 'top', 'up', 'maxim', 'kaspro', 'kesekian', 'kalinya', 'tiba', 'tiba', 'kepotong', 'banyak', 'trus', 'tiba', 'tiba', 'keblokir', 'trus', 'yang', 'barusan', 'malah', 'gak', 'masuk', 'sama', 'sekali', 'keblokir', 'maunya', 'apa', 'coba', 'mending', 'pembayaran', 'bisa', 'langsung', 'transfer', 'bank', 'aja', 'daripada', 'ribet', 'pungli', 'gini', 'gak', 'bangett', 'sumpah']"
ribet,['ribet']
hese alias susah verifikasi otp buat order jadi telat kerja makasih,"['hese', 'alias', 'susah', 'verifikasi', 'otp', 'buat', 'order', 'jadi', 'telat', 'kerja', 'makasih']"
saya draiver prio tolong untuk maxim pusat keamaan untum orderan fiktif blokir nomor merekanagar tidak dapat order maxim saya sering nyantol dan dpt rating ngatif ini pembodohan,"['saya', 'draiver', 'prio', 'tolong', 'untuk', 'maxim', 'pusat', 'keamaan', 'untum', 'orderan', 'fiktif', 'blokir', 'nomor', 'merekanagar', 'tidak', 'dapat', 'order', 'maxim', 'saya', 'sering', 'nyantol', 'dan', 'dpt', 'rating', 'ngatif', 'ini', 'pembodohan']"
untuk pelayanannya bagus hanya saja sy kecewa kok bisa ya data deskripsi kita bisa di bobol sama penipu akhirnya banyak yg kena tipu kalau pakai maxim utk delivery,"['untuk', 'pelayanannya', 'bagus', 'hanya', 'saja', 'sy', 'kecewa', 'kok', 'bisa', 'ya', 'data', 'deskripsi', 'kita', 'bisa', 'di', 'bobol', 'sama', 'penipu', 'akhirnya', 'banyak', 'yg', 'kena', 'tipu', 'kalau', 'pakai', 'maxim', 'utk', 'delivery']"
ugalugalan,['ugalugalan']
saya tidak bisa log ini pakai no hp saya apa penyebabnya ya,"['saya', 'tidak', 'bisa', 'log', 'ini', 'pakai', 'no', 'hp', 'saya', 'apa', 'penyebabnya', 'ya']"
susah cari alamat yang dituju,"['susah', 'cari', 'alamat', 'yang', 'dituju']"
kode verivikasi gak masuk masuk udah lewat wa sms sama aja,"['kode', 'verivikasi', 'gak', 'masuk', 'masuk', 'udah', 'lewat', 'wa', 'sms', 'sama', 'aja']"
aplikasi gajelas mau daftar pake nomor hp tapi sms kode verifikasi ga masuk sampe kena limit permintaan kode,"['aplikasi', 'gajelas', 'mau', 'daftar', 'pake', 'nomor', 'hp', 'tapi', 'sms', 'kode', 'verifikasi', 'ga', 'masuk', 'sampe', 'kena', 'limit', 'permintaan', 'kode']"
driver yg ramah,"['driver', 'yg', 'ramah']"
good,['good']
ini kenapa sihh sya gk bisa msuk ke akun sayaa gk bisa terima kode verifikasi makin aneh,"['ini', 'kenapa', 'sihh', 'sya', 'gk', 'bisa', 'msuk', 'ke', 'akun', 'sayaa', 'gk', 'bisa', 'terima', 'kode', 'verifikasi', 'makin', 'aneh']"
mau tanya cara melihat histori order di maxim bagaimana ya kak ko aplikasinya gakbisa nampilin history yah barangsaya ada yang tertinggal di mobil soalnya driver atasnama harun orang wonotunggal wates batang jawa tengah,"['mau', 'tanya', 'cara', 'melihat', 'histori', 'order', 'di', 'maxim', 'bagaimana', 'ya', 'kak', 'ko', 'aplikasinya', 'gakbisa', 'nampilin', 'history', 'yah', 'barangsaya', 'ada', 'yang', 'tertinggal', 'di', 'mobil', 'soalnya', 'driver', 'atasnama', 'harun', 'orang', 'wonotunggal', 'wates', 'batang', 'jawa', 'tengah']"
map kok katrok lawak mau ketik suta cengkareng aja ngk ketemu lawak,"['map', 'kok', 'katrok', 'lawak', 'mau', 'ketik', 'suta', 'cengkareng', 'aja', 'ngk', 'ketemu', 'lawak']"
sistem peningkatan ongkir kemahalan,"['sistem', 'peningkatan', 'ongkir', 'kemahalan']"
map maxim gajelas titik dimana namanya apa bikin lama doang,"['map', 'maxim', 'gajelas', 'titik', 'dimana', 'namanya', 'apa', 'bikin', 'lama', 'doang']"
baru sekali cancel akun langsung di blokir dan ga bisa log in lagi kocak banget klo semua akun lo blokir cuma gegara cancel krn salah naro titik di maps yang karena di maps lo juga ga bisa baca kordinat harusnya yang di perbaiki itu sistemnya bukan malah akun customer yang di blokir gimana mau nambah customer klo begitu caranya,"['baru', 'sekali', 'cancel', 'akun', 'langsung', 'di', 'blokir', 'dan', 'ga', 'bisa', 'log', 'in', 'lagi', 'kocak', 'banget', 'klo', 'semua', 'akun', 'lo', 'blokir', 'cuma', 'gegara', 'cancel', 'krn', 'salah', 'naro', 'titik', 'di', 'maps', 'yang', 'karena', 'di', 'maps', 'lo', 'juga', 'ga', 'bisa', 'baca', 'kordinat', 'harusnya', 'yang', 'di', 'perbaiki', 'itu', 'sistemnya', 'bukan', 'malah', 'akun', 'customer', 'yang', 'di', 'blokir', 'gimana', 'mau', 'nambah', 'customer', 'klo', 'begitu', 'caranya']"
peta pada aplikasi maxim tidak akurat,"['peta', 'pada', 'aplikasi', 'maxim', 'tidak', 'akurat']"
tidak bisa dibatalkan padahal pencarian driver lama,"['tidak', 'bisa', 'dibatalkan', 'padahal', 'pencarian', 'driver', 'lama']"
tolong dong lebih memlihin driver yang bermutu jangan sembarang menerima driver contoh nya driver atas nama hariadi dengan plat nomer b ztw berkemudi membahayakan konsumen berkata kasar kepada konsumen memberikan perasan tidak nyaman selama perjalanan sebelum beliau di blacklist saya akan berikan ranting jelek terus terhadap aplikasi ini awal nya nyaman malah dapet driver kaya gitu lebih di saring lagi untuk menerima driver,"['tolong', 'dong', 'lebih', 'memlihin', 'driver', 'yang', 'bermutu', 'jangan', 'sembarang', 'menerima', 'driver', 'contoh', 'nya', 'driver', 'atas', 'nama', 'hariadi', 'dengan', 'plat', 'nomer', 'b', 'ztw', 'berkemudi', 'membahayakan', 'konsumen', 'berkata', 'kasar', 'kepada', 'konsumen', 'memberikan', 'perasan', 'tidak', 'nyaman', 'selama', 'perjalanan', 'sebelum', 'beliau', 'di', 'blacklist', 'saya', 'akan', 'berikan', 'ranting', 'jelek', 'terus', 'terhadap', 'aplikasi', 'ini', 'awal', 'nya', 'nyaman', 'malah', 'dapet', 'driver', 'kaya', 'gitu', 'lebih', 'di', 'saring', 'lagi', 'untuk', 'menerima', 'driver']"
halo admin maxim pengemudimu yang bernama i ketut wandra daihatsu xenia biru dkaby adalah pengemudi yang ugalan rasis suku dan berkata kasar pada penumpang juga penumpangnya di turunkan bukan di tempat persetujuan mohon di tindak lanjuti demi kenyamanan bersama terima kasih,"['halo', 'admin', 'maxim', 'pengemudimu', 'yang', 'bernama', 'i', 'ketut', 'wandra', 'daihatsu', 'xenia', 'biru', 'dkaby', 'adalah', 'pengemudi', 'yang', 'ugalan', 'rasis', 'suku', 'dan', 'berkata', 'kasar', 'pada', 'penumpang', 'juga', 'penumpangnya', 'di', 'turunkan', 'bukan', 'di', 'tempat', 'persetujuan', 'mohon', 'di', 'tindak', 'lanjuti', 'demi', 'kenyamanan', 'bersama', 'terima', 'kasih']"
cari alamat kupang ntt,"['cari', 'alamat', 'kupang', 'ntt']"
aplikasi pengiriman tolol map tolol ampas ngetik alamat di pencarian map kga ketemuapaan nih dri dulu ampe skrg msh kg bener klo mau nyari alamat tolol,"['aplikasi', 'pengiriman', 'tolol', 'map', 'tolol', 'ampas', 'ngetik', 'alamat', 'di', 'pencarian', 'map', 'kga', 'ketemuapaan', 'nih', 'dri', 'dulu', 'ampe', 'skrg', 'msh', 'kg', 'bener', 'klo', 'mau', 'nyari', 'alamat', 'tolol']"
kenapa saya tidak bisa melakukan pemesanan kode otp tidak terkirim,"['kenapa', 'saya', 'tidak', 'bisa', 'melakukan', 'pemesanan', 'kode', 'otp', 'tidak', 'terkirim']"
makin buruk aplikasinya,"['makin', 'buruk', 'aplikasinya']"
kenapa nomor saya tidak dapat sms verifikasi saat mau login,"['kenapa', 'nomor', 'saya', 'tidak', 'dapat', 'sms', 'verifikasi', 'saat', 'mau', 'login']"
tolong di buat lebih simpel rumit nih aplikasi buat pengguna baru,"['tolong', 'di', 'buat', 'lebih', 'simpel', 'rumit', 'nih', 'aplikasi', 'buat', 'pengguna', 'baru']"
tolong pihak dev maxim hapus saja jasa ini tidak berguna saya order makanan udah sampai jam tidakk ada yang mau ambil pdhal di maps nya ada banyak driver berkeliaran aplikasi rusak modal plagiat,"['tolong', 'pihak', 'dev', 'maxim', 'hapus', 'saja', 'jasa', 'ini', 'tidak', 'berguna', 'saya', 'order', 'makanan', 'udah', 'sampai', 'jam', 'tidakk', 'ada', 'yang', 'mau', 'ambil', 'pdhal', 'di', 'maps', 'nya', 'ada', 'banyak', 'driver', 'berkeliaran', 'aplikasi', 'rusak', 'modal', 'plagiat']"
awal yg menyedihkan baru make apk nya mau di support ehh malah dapat driver yg asal asalan pasan nya apa di belikan nya apa dan malah di kasih tarif tambahan pula,"['awal', 'yg', 'menyedihkan', 'baru', 'make', 'apk', 'nya', 'mau', 'di', 'support', 'ehh', 'malah', 'dapat', 'driver', 'yg', 'asal', 'asalan', 'pasan', 'nya', 'apa', 'di', 'belikan', 'nya', 'apa', 'dan', 'malah', 'di', 'kasih', 'tarif', 'tambahan', 'pula']"
emang boleh yah driver minta naikin ongkir dgn alasan hari sudah malam kocak dari ongkir awak k jadi bangke,"['emang', 'boleh', 'yah', 'driver', 'minta', 'naikin', 'ongkir', 'dgn', 'alasan', 'hari', 'sudah', 'malam', 'kocak', 'dari', 'ongkir', 'awak', 'k', 'jadi', 'bangke']"
pelayanan buruk masa harus saya yg cari uang pas driver dmn berusaha cari uang kecil giliran saya mau trasfer langsung ada uang kecilnya jagan gitu lain kali dikit uang kembali masih byk bilg terimakasih itu uang kembali saya butuh dikira gw sumbangan lain kali lihat kalo ansul masih byk ribu mikir apa,"['pelayanan', 'buruk', 'masa', 'harus', 'saya', 'yg', 'cari', 'uang', 'pas', 'driver', 'dmn', 'berusaha', 'cari', 'uang', 'kecil', 'giliran', 'saya', 'mau', 'trasfer', 'langsung', 'ada', 'uang', 'kecilnya', 'jagan', 'gitu', 'lain', 'kali', 'dikit', 'uang', 'kembali', 'masih', 'byk', 'bilg', 'terimakasih', 'itu', 'uang', 'kembali', 'saya', 'butuh', 'dikira', 'gw', 'sumbangan', 'lain', 'kali', 'lihat', 'kalo', 'ansul', 'masih', 'byk', 'ribu', 'mikir', 'apa']"
pencarian lelet,"['pencarian', 'lelet']"
izin notifikasi aktif popup perjalanan ada tapi chat driver ga masuk padahal saya pake layanan delivery paket akhirnya driver balik lagi ke rumah saya garagara ga ada jawaban dari saya karena dia chat terus sebab mau nanyain nomor penerima paket padahal saya tulis nomornya di aplikasi tapi sama driver katanya ga muncul nomornya lebih ramah aplikasi hijau asli dah kasian drivernya,"['izin', 'notifikasi', 'aktif', 'popup', 'perjalanan', 'ada', 'tapi', 'chat', 'driver', 'ga', 'masuk', 'padahal', 'saya', 'pake', 'layanan', 'delivery', 'paket', 'akhirnya', 'driver', 'balik', 'lagi', 'ke', 'rumah', 'saya', 'garagara', 'ga', 'ada', 'jawaban', 'dari', 'saya', 'karena', 'dia', 'chat', 'terus', 'sebab', 'mau', 'nanyain', 'nomor', 'penerima', 'paket', 'padahal', 'saya', 'tulis', 'nomornya', 'di', 'aplikasi', 'tapi', 'sama', 'driver', 'katanya', 'ga', 'muncul', 'nomornya', 'lebih', 'ramah', 'aplikasi', 'hijau', 'asli', 'dah', 'kasian', 'drivernya']"
aplikasi gk jelas masa verifikasi nomor hp lama sekali,"['aplikasi', 'gk', 'jelas', 'masa', 'verifikasi', 'nomor', 'hp', 'lama', 'sekali']"
saya udah lama pengguna maximini mau pesan foodsgoods gak bisa mohon diperbaikin lagi untuk bisa buat pesan foodsgoods lagi,"['saya', 'udah', 'lama', 'pengguna', 'maximini', 'mau', 'pesan', 'foodsgoods', 'gak', 'bisa', 'mohon', 'diperbaikin', 'lagi', 'untuk', 'bisa', 'buat', 'pesan', 'foodsgoods', 'lagi']"
gak bisa login mnta otp tapi gak dapat sms gimana mau mesannya,"['gak', 'bisa', 'login', 'mnta', 'otp', 'tapi', 'gak', 'dapat', 'sms', 'gimana', 'mau', 'mesannya']"
good,['good']
driver maxim gaada sopan santun banget ngatain fisik juga,"['driver', 'maxim', 'gaada', 'sopan', 'santun', 'banget', 'ngatain', 'fisik', 'juga']"
bnyk kendaraan yg sdh tua fi pakai driver nya,"['bnyk', 'kendaraan', 'yg', 'sdh', 'tua', 'fi', 'pakai', 'driver', 'nya']"
tolong tolong pihak aplikasi lebih diperhatikan lagi dalam sistemnyamasa tarif saat mengqadha dan setelah sampai tujuan berbeda harganyakalau bedanya sedikit nggak masalah ini beda harganya melambung tinggi,"['tolong', 'tolong', 'pihak', 'aplikasi', 'lebih', 'diperhatikan', 'lagi', 'dalam', 'sistemnyamasa', 'tarif', 'saat', 'mengqadha', 'dan', 'setelah', 'sampai', 'tujuan', 'berbeda', 'harganyakalau', 'bedanya', 'sedikit', 'nggak', 'masalah', 'ini', 'beda', 'harganya', 'melambung', 'tinggi']"
lokasi yg kita tuju susah nyarinya,"['lokasi', 'yg', 'kita', 'tuju', 'susah', 'nyarinya']"
aplikasi ribet gak jelas udah isi maxim wallet tapi gak bisa dipake merugikan,"['aplikasi', 'ribet', 'gak', 'jelas', 'udah', 'isi', 'maxim', 'wallet', 'tapi', 'gak', 'bisa', 'dipake', 'merugikan']"
maps maxim ngaco ribet tidak akurat harus manual,"['maps', 'maxim', 'ngaco', 'ribet', 'tidak', 'akurat', 'harus', 'manual']"
tolong adakan bayar pake paymen ya,"['tolong', 'adakan', 'bayar', 'pake', 'paymen', 'ya']"
terima kasih barang saya tiba dengan baik,"['terima', 'kasih', 'barang', 'saya', 'tiba', 'dengan', 'baik']"
terlalu banyak driver susah dapat order,"['terlalu', 'banyak', 'driver', 'susah', 'dapat', 'order']"
sangat bagus gojek walau mahal,"['sangat', 'bagus', 'gojek', 'walau', 'mahal']"
engga mendeteksi semua alamat gajelas,"['engga', 'mendeteksi', 'semua', 'alamat', 'gajelas']"
aplikasi ini sangat jelekkarena yang nomernya menggunakan smartfren tidak mendapatkan saldo gratis,"['aplikasi', 'ini', 'sangat', 'jelekkarena', 'yang', 'nomernya', 'menggunakan', 'smartfren', 'tidak', 'mendapatkan', 'saldo', 'gratis']"
yang pake kartu smartfren gk dapet saldo gratis pilih kasih peang,"['yang', 'pake', 'kartu', 'smartfren', 'gk', 'dapet', 'saldo', 'gratis', 'pilih', 'kasih', 'peang']"
tolong lebih seleksi lagi masalah kendaraan driver nya masak motor butut tahun an dpkek bawa penumpang,"['tolong', 'lebih', 'seleksi', 'lagi', 'masalah', 'kendaraan', 'driver', 'nya', 'masak', 'motor', 'butut', 'tahun', 'an', 'dpkek', 'bawa', 'penumpang']"
driver maxim kenapa ya kebanyakan ganjen pengemudinya dan seringkali saya menemukan pengemudi yang motor dan helm nya tidak safety tolong lah maxim lebih selektif lagi dalam memilih driver karna kami sebagai penumpang kan bayar bukan numpang cumacuma jadi tolong diperbaiki pelayanannya agar lebih selektif dalam memilih driver,"['driver', 'maxim', 'kenapa', 'ya', 'kebanyakan', 'ganjen', 'pengemudinya', 'dan', 'seringkali', 'saya', 'menemukan', 'pengemudi', 'yang', 'motor', 'dan', 'helm', 'nya', 'tidak', 'safety', 'tolong', 'lah', 'maxim', 'lebih', 'selektif', 'lagi', 'dalam', 'memilih', 'driver', 'karna', 'kami', 'sebagai', 'penumpang', 'kan', 'bayar', 'bukan', 'numpang', 'cumacuma', 'jadi', 'tolong', 'diperbaiki', 'pelayanannya', 'agar', 'lebih', 'selektif', 'dalam', 'memilih', 'driver']"
aplikasinya keren harga murah sayangnya kalau kita order maxim car dg jarak dekat driver tidak mau menerima orderan,"['aplikasinya', 'keren', 'harga', 'murah', 'sayangnya', 'kalau', 'kita', 'order', 'maxim', 'car', 'dg', 'jarak', 'dekat', 'driver', 'tidak', 'mau', 'menerima', 'orderan']"
mau login tapi kode nya gak dikirim kan tolol,"['mau', 'login', 'tapi', 'kode', 'nya', 'gak', 'dikirim', 'kan', 'tolol']"
tiba ke log out sendiri ga bisa login lagi hahahaha,"['tiba', 'ke', 'log', 'out', 'sendiri', 'ga', 'bisa', 'login', 'lagi', 'hahahaha']"
driver nya bad attitude masa aku udah naik mobil drivernya eh drivernya minta cancel padahal aku terlambat k gereja padahal di luar kan hujan drivernya bad attitude skli,"['driver', 'nya', 'bad', 'attitude', 'masa', 'aku', 'udah', 'naik', 'mobil', 'drivernya', 'eh', 'drivernya', 'minta', 'cancel', 'padahal', 'aku', 'terlambat', 'k', 'gereja', 'padahal', 'di', 'luar', 'kan', 'hujan', 'drivernya', 'bad', 'attitude', 'skli']"
aplikasi daftar code lama banget mending diupdate njirr,"['aplikasi', 'daftar', 'code', 'lama', 'banget', 'mending', 'diupdate', 'njirr']"
aplikasi ini sering disalahgunakan untuk modus operandi penipuan dan sering banget ngerjain saya sebagai driver maxim sangat dan sistem pembagian orderan tidak fairplay,"['aplikasi', 'ini', 'sering', 'disalahgunakan', 'untuk', 'modus', 'operandi', 'penipuan', 'dan', 'sering', 'banget', 'ngerjain', 'saya', 'sebagai', 'driver', 'maxim', 'sangat', 'dan', 'sistem', 'pembagian', 'orderan', 'tidak', 'fairplay']"
tidak bertanggung jawab respon lama padahal ada barang yang ketinggalan tdiak mau di urus,"['tidak', 'bertanggung', 'jawab', 'respon', 'lama', 'padahal', 'ada', 'barang', 'yang', 'ketinggalan', 'tdiak', 'mau', 'di', 'urus']"
jumlah driver di palembang tolong dibatasin driver banyak orderan gak ada,"['jumlah', 'driver', 'di', 'palembang', 'tolong', 'dibatasin', 'driver', 'banyak', 'orderan', 'gak', 'ada']"
saya udah isi saldo maxim sebesar tapi kenapa tidak ada yaa di saldo maxim nya padahal saya lagi kelaparan,"['saya', 'udah', 'isi', 'saldo', 'maxim', 'sebesar', 'tapi', 'kenapa', 'tidak', 'ada', 'yaa', 'di', 'saldo', 'maxim', 'nya', 'padahal', 'saya', 'lagi', 'kelaparan']"
kantor maxim tasikmalaya antara pegawai dan driver kayak musuhan karna terlalu bnyk aturan dan anggaran ketika pembelian stiker,"['kantor', 'maxim', 'tasikmalaya', 'antara', 'pegawai', 'dan', 'driver', 'kayak', 'musuhan', 'karna', 'terlalu', 'bnyk', 'aturan', 'dan', 'anggaran', 'ketika', 'pembelian', 'stiker']"
ga worth it tiba tiba pas mesen plat nya beda sama yg di apk mana supir nya marah marah lagi tiba tiba malah harga nya naik padahal di apk lebih murah ga worth it,"['ga', 'worth', 'it', 'tiba', 'tiba', 'pas', 'mesen', 'plat', 'nya', 'beda', 'sama', 'yg', 'di', 'apk', 'mana', 'supir', 'nya', 'marah', 'marah', 'lagi', 'tiba', 'tiba', 'malah', 'harga', 'nya', 'naik', 'padahal', 'di', 'apk', 'lebih', 'murah', 'ga', 'worth', 'it']"
tadi saya pesen pas nyampe malah jadi waduh gimana nya ini,"['tadi', 'saya', 'pesen', 'pas', 'nyampe', 'malah', 'jadi', 'waduh', 'gimana', 'nya', 'ini']"
jelek,['jelek']
susah banget nyari alamat tujuan buset deh tolong dong di upgrade apk nya,"['susah', 'banget', 'nyari', 'alamat', 'tujuan', 'buset', 'deh', 'tolong', 'dong', 'di', 'upgrade', 'apk', 'nya']"
aplikasi sampahh bukanya di permudah malah di persulit login terus aja muter apk kontoll,"['aplikasi', 'sampahh', 'bukanya', 'di', 'permudah', 'malah', 'di', 'persulit', 'login', 'terus', 'aja', 'muter', 'apk', 'kontoll']"
driver nya lama kadang org buru buru dia malah yg santai masih siap siap di rumah ngisi bensin dn lain lain tolong lah para drivernya kalo ga siap nganter gausah open orderan dulu,"['driver', 'nya', 'lama', 'kadang', 'org', 'buru', 'buru', 'dia', 'malah', 'yg', 'santai', 'masih', 'siap', 'siap', 'di', 'rumah', 'ngisi', 'bensin', 'dn', 'lain', 'lain', 'tolong', 'lah', 'para', 'drivernya', 'kalo', 'ga', 'siap', 'nganter', 'gausah', 'open', 'orderan', 'dulu']"
saya sdh kecewa sama orang kantor maxim,"['saya', 'sdh', 'kecewa', 'sama', 'orang', 'kantor', 'maxim']"
knp y pengemudi nya toxic toxic smuatrus gitu titiknya suka g sesuai,"['knp', 'y', 'pengemudi', 'nya', 'toxic', 'toxic', 'smuatrus', 'gitu', 'titiknya', 'suka', 'g', 'sesuai']"
memesan maxim ride lalu pembayaran tiba tiba diubah dari nontunai jadi tunai padahal sudah top up dan saldo yg di top up kan tidak sesuai dengan yang diisi jadi dialihkan dari nontunai ke tunai padahal sedang tidak bawa tunai aplikasi yg menyusahkan,"['memesan', 'maxim', 'ride', 'lalu', 'pembayaran', 'tiba', 'tiba', 'diubah', 'dari', 'nontunai', 'jadi', 'tunai', 'padahal', 'sudah', 'top', 'up', 'dan', 'saldo', 'yg', 'di', 'top', 'up', 'kan', 'tidak', 'sesuai', 'dengan', 'yang', 'diisi', 'jadi', 'dialihkan', 'dari', 'nontunai', 'ke', 'tunai', 'padahal', 'sedang', 'tidak', 'bawa', 'tunai', 'aplikasi', 'yg', 'menyusahkan']"
banyak orderan fiktif,"['banyak', 'orderan', 'fiktif']"
karena gak bisa didownload,"['karena', 'gak', 'bisa', 'didownload']"
apk penipu buto,"['apk', 'penipu', 'buto']"
buka maps lama kirain memori hp udh penuh pke hp laen sma aja tolong perbaiki bug nya parah bnr,"['buka', 'maps', 'lama', 'kirain', 'memori', 'hp', 'udh', 'penuh', 'pke', 'hp', 'laen', 'sma', 'aja', 'tolong', 'perbaiki', 'bug', 'nya', 'parah', 'bnr']"
apk sangat jelekmasa aku pesen makananfoodcari pengemudi lama bngt udah kali aku order dibatalkan terus pulak tu,"['apk', 'sangat', 'jelekmasa', 'aku', 'pesen', 'makananfoodcari', 'pengemudi', 'lama', 'bngt', 'udah', 'kali', 'aku', 'order', 'dibatalkan', 'terus', 'pulak', 'tu']"
sy ko g dpt kode promo ya pak sdh x sy minta spy dikirim kode promo tapi smp skg sy tidak dapat kode promo maxim tlg kirim kode promo lewat wahub sy ya pak tq,"['sy', 'ko', 'g', 'dpt', 'kode', 'promo', 'ya', 'pak', 'sdh', 'x', 'sy', 'minta', 'spy', 'dikirim', 'kode', 'promo', 'tapi', 'smp', 'skg', 'sy', 'tidak', 'dapat', 'kode', 'promo', 'maxim', 'tlg', 'kirim', 'kode', 'promo', 'lewat', 'wahub', 'sy', 'ya', 'pak', 'tq']"
banyak driver yang curang,"['banyak', 'driver', 'yang', 'curang']"
sangat tidak ramah bagi yang sopir mobil kalo motor ramah,"['sangat', 'tidak', 'ramah', 'bagi', 'yang', 'sopir', 'mobil', 'kalo', 'motor', 'ramah']"
mengecewakan,['mengecewakan']
ngaco nih aplikasi map ga akurat ga lengkap percuma download buang kuota saja,"['ngaco', 'nih', 'aplikasi', 'map', 'ga', 'akurat', 'ga', 'lengkap', 'percuma', 'download', 'buang', 'kuota', 'saja']"
nyari lokasi di aplikasi ini setengah mampus,"['nyari', 'lokasi', 'di', 'aplikasi', 'ini', 'setengah', 'mampus']"
kocak banget,"['kocak', 'banget']"
minta tolong harga di up lagi kasihan para driver maxim naikan lagi sama ongkir makanan menjadi k dan bike harganya naikan menjadi k saja terima kasih jangan bohongin costumer terbaru harga asli k kok malah di banner di jalan kota pasuruan takutnya costumer terbaru kecewa sama mobil harganya kok k,"['minta', 'tolong', 'harga', 'di', 'up', 'lagi', 'kasihan', 'para', 'driver', 'maxim', 'naikan', 'lagi', 'sama', 'ongkir', 'makanan', 'menjadi', 'k', 'dan', 'bike', 'harganya', 'naikan', 'menjadi', 'k', 'saja', 'terima', 'kasih', 'jangan', 'bohongin', 'costumer', 'terbaru', 'harga', 'asli', 'k', 'kok', 'malah', 'di', 'banner', 'di', 'jalan', 'kota', 'pasuruan', 'takutnya', 'costumer', 'terbaru', 'kecewa', 'sama', 'mobil', 'harganya', 'kok', 'k']"
kalau hujan susah dapat driver biaya udah ditambah biar cepat dapat malah g dapat hampir jam lebih,"['kalau', 'hujan', 'susah', 'dapat', 'driver', 'biaya', 'udah', 'ditambah', 'biar', 'cepat', 'dapat', 'malah', 'g', 'dapat', 'hampir', 'jam', 'lebih']"
maxim kurang tegas peraturan untuk driver jdi banyak driver nakal yg mengatasnamakan toko minta uang di tf dgn alasan driver tidak punya uang utk bayar fitur delivery ternyata penipuan apa lagi pas kita hubungi kmbali drivernya dgn tidak sopan mengirimkan alat kelaminnya tolong pihak maxim di telusuri oknum yang merusak nama baik maxim terlebih kusus di sulawesi tenggara kendari,"['maxim', 'kurang', 'tegas', 'peraturan', 'untuk', 'driver', 'jdi', 'banyak', 'driver', 'nakal', 'yg', 'mengatasnamakan', 'toko', 'minta', 'uang', 'di', 'tf', 'dgn', 'alasan', 'driver', 'tidak', 'punya', 'uang', 'utk', 'bayar', 'fitur', 'delivery', 'ternyata', 'penipuan', 'apa', 'lagi', 'pas', 'kita', 'hubungi', 'kmbali', 'drivernya', 'dgn', 'tidak', 'sopan', 'mengirimkan', 'alat', 'kelaminnya', 'tolong', 'pihak', 'maxim', 'di', 'telusuri', 'oknum', 'yang', 'merusak', 'nama', 'baik', 'maxim', 'terlebih', 'kusus', 'di', 'sulawesi', 'tenggara', 'kendari']"
babi ini aplikasi setiap pesan makanan di tunggu sampel jm gak pernah bisa mending pakek gojek sak sampek menit langsung di respon cepat dapet nya,"['babi', 'ini', 'aplikasi', 'setiap', 'pesan', 'makanan', 'di', 'tunggu', 'sampel', 'jm', 'gak', 'pernah', 'bisa', 'mending', 'pakek', 'gojek', 'sak', 'sampek', 'menit', 'langsung', 'di', 'respon', 'cepat', 'dapet', 'nya']"
petanya gak lengkap,"['petanya', 'gak', 'lengkap']"
driver nya payah dlm penguasaan jalan nya terutama di kota palangkaraya masa gara gak tau lokasi nya malah di cancel padahal klo penguasaan jln nya baik pasti mudah menemukan lokasi nya masa harus harga mati ngikutin rute di aplikasi di ajak lewat jln yg menyesatkan mau aja kan,"['driver', 'nya', 'payah', 'dlm', 'penguasaan', 'jalan', 'nya', 'terutama', 'di', 'kota', 'palangkaraya', 'masa', 'gara', 'gak', 'tau', 'lokasi', 'nya', 'malah', 'di', 'cancel', 'padahal', 'klo', 'penguasaan', 'jln', 'nya', 'baik', 'pasti', 'mudah', 'menemukan', 'lokasi', 'nya', 'masa', 'harus', 'harga', 'mati', 'ngikutin', 'rute', 'di', 'aplikasi', 'di', 'ajak', 'lewat', 'jln', 'yg', 'menyesatkan', 'mau', 'aja', 'kan']"
