Ulasan,Prediksi Sentimen,Label Prediksi,Label Asli
kemaren harga normal kayak biasa k sekarang kok tibatiba jadi k padahal lokasi sama tuju sama kayak kemaren padahal udah jadi andal kalau pulang eh tau harga naik ga wajar udah males pake,0.06410056352615356,0.0,1.0
good,0.9906724849715829,1.0,1.0
mantap aplikasi sangat guna sekali nungguin delivery ga acc drivernya kalau mau order nunggu nya lama banget drivernya kadang jauh dapat padahal maps apk nya driver yg dekat,0.9024894833564758,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
bawa motor kalem,0.8051316142082214,1.0,1.0
cepat tanggab drivernya ramah sopan sangat keren suka pakai jasa maxim lebih aman anak pesan ojol pantau lewat map,0.9991884856135584,1.0,1.0
sangat buruk terima order,0.7332101762294769,1.0,0.0
respon sopir top terimakasih,0.9989550786558539,1.0,1.0
parah sumpah udah install malah gak login parah susah lama banget dapet kode verifikasi login gak kayak awal fast respon kode verifikasi via sms langsung masuk lahh gilir sekarang malah gak muncul meski beberapa kali sempat ganti nomor emang aneh aplikasi gak layak banget buat install bikin emosi,0.018748998641967773,0.0,0.0
sangat kecewa driver banyak beting kalo gak mau narik baik off kan aplikasi nya alas makan pecah ban bilang otw aplikasi gerak sangat kurang ajar bukan sekali kali aku sekalipun gak pernh kasih ongkos pass lebih paraahhhh,0.23819267749786377,0.0,0.0
sangat baik,0.9979219604283571,1.0,1.0
order makan malah driver bilang ga uang cash ga bilang tadi padahal pilih bayar cash udah nunggu lama laper tau gitu sen gojek grab mohon tingkat performa nya kalau mau saing,0.48692166805267334,0.0,0.0
layan sngt baik cepat,0.9994591879076324,1.0,1.0
hancur harga pasar,0.5677806735038757,1.0,0.0
min gimana siidisuruh login buat dapetin kode ga kirim kirim kode nya,0.17448174953460693,0.0,1.0
cepat mantap,0.9990231755655259,1.0,1.0
bantu aplikasi,0.9471937417984009,1.0,1.0
baik cepat jalan nya utama selamat nya jalan terimakasih,0.9999478131139767,1.0,1.0
good,0.9906724849715829,1.0,1.0
layan ramah tepat waktu,0.999084691517055,1.0,1.0
apk sangat buat kesal udh pesan blm terima order,0.9626776613295078,1.0,0.0
sangat bagus,0.9970667778979987,1.0,1.0
drivernya mesum njir takut banget udah berapa kali yg kayak gitu,0.6162774860858917,1.0,0.0
baik banget,0.9954145192168653,1.0,1.0
maxim jaga privasi langgan chat tutup jam transaksi jalan salah orang kemudi maxim kirim pesan kurang sopan jam kemudian,0.45186054706573486,0.0,0.0
baik ramah,0.9998861852800474,1.0,1.0
selamat pagi kak kmrn tgl jam ansaya isi bensin spbu batuaji ngantri tibatiba mobil maxim warna hitam no pol bp depan mundur nabrak halang bemper penyok omongin baik eh malah gk ngaku gk minta maaf gk ganti rugi apa gk lulus nyetir pura bodoh lari tgg jwb dicross chek sopir balas buat,0.5722388625144958,1.0,0.0
definisi aplikasi buta map bukan nunjukin map malah buku kotak developer paok,0.0652204155921936,0.0,0.0
terima kasih,0.999135100049898,1.0,1.0
saldo rb gimick kocak,0.7363169491291046,1.0,1.0
good job,0.9992769314558245,1.0,1.0
oke,0.981120316311717,1.0,1.0
mantap sangat cepat,0.9996490724442992,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
selamat siang gabung dgn transportasi yg thangksu aman nyaman,0.999788861226989,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
g gg uhgr nt trb hh t fff aku m yuk b gb bangga h hh gg g bb ht gan gbb bb by bang gg hingga ssc dgg cardiff ccd vcd dbd bb bnn babyyynymymyyn mmmmmnn bbbby by n bb vii i i n,0.3086899518966675,0.0,1.0
sangat nyaman supir bageur,0.9947319990023971,1.0,1.0
aplikasi apa isi data gk bisamau sen makan cari titik nya gk lah aplikasi nya baik jangan buat bingung,0.5244313776493073,1.0,1.0
makin hari makin naik tarifdriver suka minta ongkas tambahlebih baik naik angkot lebih murah,0.9951482266187668,1.0,1.0
drivernya ramah terimakasih,0.9998102257668506,1.0,1.0
seruu baik ramah,0.9998940440345905,1.0,1.0
maap pak gak jadi,0.4905562400817871,0.0,0.0
hujan ada darurat yg butuh harga d naik tambah lg mnt driver padahal banyak driver dekat,0.07020145654678345,0.0,0.0
baik,0.9890573062002659,1.0,1.0
aplikasi susah pakai,0.11361086368560791,0.0,0.0
topup dompet digital biaya admin terlalu tinggi rp saldo lama baru masuk akun maaf komennya kritis baik apk maxim lebih baik,0.9780223798006773,1.0,1.0
cara bayar non tunai bingung,0.17831164598464966,0.0,0.0
aplikasi lelet hambat rezeki orang gw pesan makan banyak cancel mana udah pake tip cancel padahal deket kemudi cancel trus gk bagus ni,0.27441495656967163,0.0,0.0
urusin dulu maxim car yg mobil nya sentuh plastik kerupuk minta ganti rugi rb gila nya mobil penyok kga minta ganti rugi ga ngotak,0.06313341856002808,0.0,0.0
lot banget mau login doang,0.44398754835128784,0.0,1.0
aplikasi gila driver lo nolak order guangapa jadi akun gua yg blokir idiot gk usah make maxime aplikasi sinting,0.04238128662109375,0.0,0.0
ramah sopan,0.998957663658075,1.0,1.0
baik,0.9890573062002659,1.0,1.0
driver sering lambat gak pernah kembali gak sesuai sama waktu yg d tentu d terang,0.06076890230178833,0.0,0.0
terima kasih,0.999135100049898,1.0,1.0
sangat respon terimakasih,0.9956190716475248,1.0,1.0
maps susah cari,0.10879510641098022,0.0,0.0
sopir ramah baik,0.9999250654291245,1.0,1.0
baik,0.9890573062002659,1.0,1.0
drivernya mantap milik sopan,0.999311372928787,1.0,1.0
dua kali uninstal apk kirain msalah hp ganti hp sama aja nyata sen makan cari driver terus sampe menit nungguin gak yg nyangkut sampe kesel pesan dibatalin jg gak lgsg uninstall eh makan yg sen jam lalu malah tibatiba datang telaaattttt udah keburu beli pake apk why why why,0.15838879346847534,0.0,0.0
mantap sekali,0.9953581914305687,1.0,1.0
sangat puas,0.9938790872693062,1.0,1.0
keren baik,0.9996584496111609,1.0,1.0
suka maxim oke,0.9990476871607825,1.0,1.0
apa coba log in pke nomor yg mas aktif pake kode nya masuk,0.9921354651451111,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mau login kode verifikasi muncul padahal nomer operator beda,0.14822614192962646,0.0,1.0
uhhh baik bangetttudh anterdi cariin buss lgi mksh bang,0.9943541339598596,1.0,1.0
good,0.9906724849715829,1.0,1.0
benerin aplikasi banyak banget blgnya gua salin nomer malah beda yg salin nomernya,0.22138690948486328,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
driver asyik,0.5809266865253448,1.0,1.0
layan nya cepat tanggap responsif trus baik banget driver nya pokkok nya klo bintang tak kasih deh mkasih banyak pak,0.9991118896286935,1.0,1.0
deiver sangat buruk profesional,0.22711443901062012,0.0,0.0
dibenerin bisa saldo ku baru isi langsung blokir,0.12686949968338013,0.0,0.0
moga pihak aplikasi beri bonus buat drivernya,0.9992329824017361,1.0,1.0
lebih seleksi masalah kendara driver nya masak motor butut tahun an dpkek bawa tumpang,0.42085444927215576,0.0,0.0
good job,0.9992769314558245,1.0,1.0
susah bener login ga minta kode dijit ga kirim,0.03675311803817749,0.0,0.0
bagus keren,0.9995674124220386,1.0,1.0
driver naik tarif sendiri padahal tdak tuju,0.2978358268737793,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
gk tuju alas gk batal,0.1076846718788147,0.0,0.0
terima kasih atas layan nya,0.9996772510348819,1.0,1.0
apk tolol mau login kirim otp aja lama taik,0.10074681043624878,0.0,0.0
jelek,0.3090358376502991,0.0,0.0
cari alamat nya susah ga dpet meps nya ga lengkapga kya aplikasi hijau cari alamat tuju langsung nongol,0.0572131872177124,0.0,0.0
sering eror ga menu batal pesan ubah order driver padahal ga pesan jarusnya menu batal memang ga jadi order,0.02046942710876465,0.0,0.0
banyak alamat lokasi tuju jadi bagaimana mau pesan driver klo alamat tuju parah,0.07861793041229248,0.0,0.0
ga login aplikasi maxim nya masalah apa direspon,0.06243741512298584,0.0,0.0
susah mau terima order kecewa,0.25833719968795776,0.0,0.0
driver ramah baik,0.9998907946646796,1.0,1.0
terimakasih,0.9425998106598854,1.0,1.0
aplikasi payah driver nya sombong mau terima order harga murah,0.4458051323890686,0.0,0.0
supir nya gatel genit anak sekolah godain maxim blok aja driver kaya gtu muak naek nya,0.2826998829841614,0.0,1.0
mantap,0.9869583463296294,1.0,1.0
kode otp gak muncul lot,0.06607931852340698,0.0,0.0
sangat ramah baik,0.9999331271683332,1.0,1.0
kalo mau topup masuk nya lama banget,0.6845887303352356,1.0,1.0
gak daftar buang buang kouta,0.04863947629928589,0.0,0.0
gabisa ngisi saldo ganggu terus,0.14190226793289185,0.0,0.0
sangat bantu,0.9879697691649199,1.0,1.0
sumpah mau nentuin titik jemput ga konek konek parahh,0.11607939004898071,0.0,0.0
susah banget aplikasi ngebingunginsoulit pokoknyapesanan ga batal sama mes,0.03263568878173828,0.0,0.0
aplikasi paling aneh indonesia nama maxim driver yg dipake malah taxee driver kaya ga niat bikin aplikasi mana titik jemput ga sesuai jauh lah baik developer keluh banyak guna,0.4978908896446228,0.0,0.0
bagus jalan,0.9977045084815472,1.0,1.0
parah nunggu lama ga yg terima order nya ga bagus ah unintsal ajah,0.7146279513835907,1.0,1.0
parah buruk sekali padahal driver nya tiba tempat malah aplikasi tulis tiba jadi nya bayar biaya lambat lama jam harga ribu padahal harga asli nya ribu,0.0350688099861145,0.0,0.0
baik,0.9890573062002659,1.0,1.0
susah nyari alamat nya,0.14731329679489136,0.0,0.0
aneh naik maxim harga awal rb pas tengah jalan tiba naik jadi rb tahu hadiah bintang aja deh buat maxim,0.7068302035331726,1.0,1.0
sangat tepat waktu sangat ramah tumpang,0.9994552356074564,1.0,1.0
maintenance server lama jaring bagus ga buka,0.9756519235670567,1.0,1.0
aplikasi receh mau login,0.3361998200416565,0.0,1.0
the best,0.9857358178123832,1.0,1.0
kemudi minta bayar lebih maksa,0.441012442111969,0.0,0.0
aplikasi tolol bodoh susah mas mending apk lain lama guna sangat la susah tentu sendiri kordinatnya apk nya tahu letak suatu tempat sebut,0.058567702770233154,0.0,0.0
tarif nya lebih murah banding yg app nya sulit baca d titik jemput tujuanklw d app belah tinggal d ketik aja lgsg muncultrs history jalan jg amburadulall in alam mnggunakan app bikin kesel,0.3508450984954834,0.0,0.0
driver mobil maxim nakal skrng order dri pikstasiun kota orang masuk mobil bilang banyak maximal orang minta ongkos lebih pilih jalan yg buruk bilang mlh masuk tol bayar k yg akhir bengkak tarif yg tadi k jadi k gin driver maxim sekarang,0.0771220326423645,0.0,0.0
mud ramah baik,0.9999019189344835,1.0,1.0
baik,0.9890573062002659,1.0,1.0
muas sekali trimakasih,0.8498726785182953,1.0,1.0
sangat sangat burukbener puasuninstall maxim habis,0.6160993874073029,1.0,1.0
males pake maxim virall driver maxim pake jalur sepeda mukul anak kecil jelas jelas drivernya salah,0.10284250974655151,0.0,0.0
kmi puas dngn jalan drivernya ramah,0.9998495902837021,1.0,1.0
maxim jelek masa tf ngisi maxim wallet kaspro ga isi akun nya jelas tf malah pemberitahuan blokir harus dana dibalikkin kalo kek gitu begini kan rugi,0.04674476385116577,0.0,0.0
sangat manfaat,0.9491920210421085,1.0,1.0
kurang sopan drivernya arah jalan plng tp tdk terima bilang terlalu jauh padahal mengindari macet tp driver tdk terima bilang terlalu jauh murah harga padahal sesuai aplikasi harganga,0.30205488204956055,0.0,0.0
hati guna maxim wallet kaspro sangat rekomendasi transfer hari masuk email tdk merespon,0.46787017583847046,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
makasih maxim,0.9546615481376648,1.0,1.0
please lama banget kirim saldo kaspro lewat va pdhal status udah hasil tpi saldo kaspro ga nambah biaya admin ny lmyan mahal dri tenant habis isi kaspro langsung potong memang murah sih dri yg tpi bnyak yg baik ngisi kaspro lewat va stngah jam baru masuk kadang gps gak sesuai,0.07830548286437988,0.0,1.0
kerja baik ramah murah senyum thanks maxim,0.9998910646609147,1.0,1.0
dpt driver selesai order dekat nunggu menit tiba cancel gak jelas banget buang waktu lalu order harga k tp sama drivernya suruh bayar k apk jelek driver ramah samsek,0.08986693620681763,0.0,0.0
apk gak buka padahal udah nunggu lama sampa pergi nya make gojek tempat kerja,0.14938414096832275,0.0,0.0
mantapp sukses slalu,0.9638405181467533,1.0,1.0
bagus sangat membantuakan order harga order sering beda tuju baik harus sinkron sama harga yg udah order,0.9979464265052229,1.0,1.0
sangat baik antar anak rs smoga banyak rezeki pak,0.9994072663248517,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mksih,0.6002804934978485,1.0,1.0
layan lelet nomor jadi gabisa terima kode,0.9769223816692829,1.0,1.0
order makan apknya gak jelas,0.09128892421722412,0.0,0.0
senang,0.9138799384236336,1.0,1.0
baik,0.9890573062002659,1.0,1.0
makasih bank,0.940816156566143,1.0,1.0
mantap jiwa,0.9970589636359364,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
parah isi sangat buruk,0.10589152574539185,0.0,0.0
baru aja isi ewallet maxim ga muncul saldo alhasil uang k habis ga percuma top up malah begini hangus uang k mohon kembali uang k percuma top up sini saldo ga tambah malah uang hilang,0.03393876552581787,0.0,1.0
sangat baik walaupun desak,0.9989224106539041,1.0,1.0
kerja bagus alhamdulillah tanggung jawab nya luar biasa,0.9994751556077972,1.0,1.0
banyak bug ga sengaja pencet tp ga cancel padahal blm dapet driver,0.027219176292419434,0.0,0.0
sangat baik,0.9979219604283571,1.0,1.0
ramah baik,0.9998866523019387,1.0,1.0
kemudi ramah,0.9964815904386342,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
mau daftar sulit pass masukin kode otp selalu gagal gua gak tahu gagal masukin kode otp padahal benar,0.03272348642349243,0.0,0.0
apk nya sangat bantu,0.9931541606783867,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
good,0.9906724849715829,1.0,1.0
layan ramah santun,0.9987912661163136,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
cepat safety trims,0.9524276442825794,1.0,1.0
abang y tepat waktusesuai harap,0.9783303570002317,1.0,1.0
kok bsa histori pickup barng bsa hilang barngny gk diantr orng yg ak kirmsampe hilng enth kemnaa brngku cekkn historiny kurng ajar betll driverny,0.1758163571357727,0.0,0.0
drivernya asa ibu sendiri terimakasih,0.993167576380074,1.0,1.0
baik ramah makasih om,0.9999652799306205,1.0,1.0
sangat bantu,0.9879697691649199,1.0,1.0
baik drivernya maaf tas obat dokter tinggal dibegasi,0.9094010889530182,1.0,1.0
driver melarat argo murah sering error,0.07510089874267578,0.0,0.0
bawa kendara nyaman,0.9963084503542632,1.0,1.0
baik,0.9890573062002659,1.0,1.0
mesan makan ga ga jelas,0.11032581329345703,0.0,0.0
hati hati bnyk driver culas maxim sdh beberapa kali dpt driver culas order awal ambil tiba lokasi jemput justru diam diam batal bawa orderannyasetelah tuju ulah minta uang lebih awal rb ketika minta k maxim lebih ketat tumpang rugi belah pihak terima kasih,0.9792079832404852,1.0,1.0
jelek,0.3090358376502991,0.0,0.0
mobil anti corona,0.7206149697303772,1.0,0.0
mau sen aja suruh verifikasi nomor telpon nunggu nomor verif satu jam ga muncul nomor verifikasi,0.6362542808055878,1.0,1.0
susah mau sudh,0.30214375257492065,0.0,0.0
maxiim oke bangetterimakasih sdh antar anak tuju,0.9913893947377801,1.0,1.0
akhirakhir oknum driver nakal kirim barang driver datangdatang jam an dichat respons cancel dicancel driver datang nada dicancel minta offline kata aplikasi maximtermasuk map nya error jadi sebut alami sekali cara,0.056079208850860596,0.0,0.0
oi kontl klo batalin jgn tmbah biayanyoo memang tlol nk untung kauni,0.44130444526672363,0.0,1.0
baik,0.9890573062002659,1.0,1.0
good,0.9906724849715829,1.0,1.0
orangny baik anterin tempat ny,0.998364299768582,1.0,1.0
baik bangetpesanan selamat,0.9994708882877603,1.0,1.0
guna baru isi data diri kan mungkin driver manggil nomer yg tera uda hari kamis coba isi data diri sama sekali sekarang,0.8729251176118851,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
sopir baik,0.9973863596096635,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
maps akurat jadi cs susah buat titik jemput harap baik maaps nya kok susah buat titik jemput nya gmn ni dong baik,0.9233798310160637,1.0,1.0
baru download sama sekali ga login apl apa,0.07084274291992188,0.0,0.0
mesan car slalu gak pernah hidup ac mobil nya,0.182392418384552,0.0,0.0
isi saldo malah gk isi padahal saldo atm potong,0.0770409107208252,0.0,0.0
aplikasi banyak tipu tindak lanjut,0.16864269971847534,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
ga bagus layan nya,0.9766769483685493,1.0,1.0
driver nya paraaaahh kasar banget umur pake ojol baru nemu driver gak punya adab kaya gtu,0.11855590343475342,0.0,0.0
sering cancel pihak maxim,0.4104459881782532,0.0,1.0
driver maxim ngk mau ambil order kalau hujan drivernya egois mau pas hari cerah aja kecewa sm maxim,0.2585834264755249,0.0,0.0
maxim skrng jelek jmpunya lama bangetttt mending lama jln mah bilang otw tpi diem tempat lama tempat pdhal deket saya hmmm,0.1365816593170166,0.0,0.0
harga yg sangat sahabat kantong namum perlu baik map krn kurang presisi,0.9930164450779557,1.0,1.0
sangat puas,0.9938790872693062,1.0,1.0
fast respon tengkyu supportnya,0.9411581419408321,1.0,1.0
bagus penting kalau kargodiskusi deal angkuttak bagus angkut dulu deal belakang,0.9989021880319342,1.0,1.0
duh alamat kalau pakai apk tuh gampang banget muncul nya lah uda ketik sana sini muncul nya malah lokasi benerin lahjgn mau kalah sama apk belah,0.053744375705718994,0.0,1.0
bagus,0.9842692036181688,1.0,1.0
pekerjany malas gabisa baca maps,0.12783360481262207,0.0,0.0
cukup baik,0.9988549612462521,1.0,1.0
alhamdulillah aman nyaman cepat tuju,0.9998769843077753,1.0,1.0
driver yg ramah,0.9959040796384215,1.0,1.0
cepat baik ramah,0.9999552168883383,1.0,1.0
driver maxim tipu suami kena scam tarif aplikasi rb minta uang rb biaya parkir padahal biaya parkir rb suami ngga tau bukan warga tempat,0.07400912046432495,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
poko nya top cer,0.9039008095860481,1.0,1.0
akun login yah padahal punya akun pas kasih login login bantu,0.992782433051616,1.0,1.0
aplikasi terlalu bebas batas jadi banyak driver atribut salah guna profesi driver tindak jahat aman standard nya maxim jadi segi aman kurang,0.8990926146507263,1.0,1.0
entah gimna buat nih maximsusah orgnya mau nerima orderanemosi guesmpe udah order brpa kali ngga munculjelek banget sumpahngga becus,0.2312377691268921,0.0,0.0
nyaman,0.9497606717050076,1.0,1.0
baik,0.9890573062002659,1.0,1.0
pesan makan susah bnget,0.12437212467193604,0.0,0.0
mantap,0.9869583463296294,1.0,1.0
sangat ramah bpk nya,0.9993381836684421,1.0,1.0
top,0.8295735269784927,1.0,1.0
terimakasih,0.9425998106598854,1.0,1.0
alamat ubah sendiri waktu pesan rugi langgan driver x jadi rugi rb gue tiap kali jadi lapor adminny jg gak bs submit krn kolom no telp gak bs input,0.013146400451660156,0.0,0.0
nunggu bayar lebih,0.5491160154342651,1.0,0.0
susah banget cari driver padahal harga sesuai saran aplikasi makin sini makin susah,0.02092987298965454,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
apps aneh batalin pesan food ga cuma ulang ulang ga jelas,0.05835318565368652,0.0,0.0
baik sopan,0.9989723762264475,1.0,1.0
baik sopqn,0.9956176988780499,1.0,1.0
terimakasi,0.5638358891010284,1.0,1.0
ganguan min aku mau masuk aja aplikasi ga terpakasa pindah seba ajjaalh,0.3525705337524414,0.0,0.0
gak jadi bintang karna aplikasihnya kayak duluh aplikasih bilang menit lg nyampai draivernyaternyata jauhbikin anak telat aja,0.0412747859954834,0.0,1.0
saran jangan pakai aplikasi maxim pakai sj grabgojek ojek zalim pernah pikir driver jangan download biar sepi baik diri,0.8187574595212936,1.0,1.0
aplikasi sampah map dong update susah banget mau tuju niat bikin aplikasi ga sih lu woi lah susah gua nyari alamat tuju,0.03528618812561035,0.0,0.0
mohon pihak developer tambah jarak tempuh titik awal titik akhir tambah otomatis ongkir sistem ongkir sesuai jarak driver manusia bukan robot mohon jangan sama prio non prio potong komisi tinggi langgan hormat perlu tahu kalau potong komisi maxim driver sangat tinggi jadi kadang untung driver paruh isi bensin,0.8569168448448181,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
aku top up kemarin besok masuk saldo rekening potong,0.8280781656503677,1.0,0.0
layan nya sgt bagus,0.9984268218977377,1.0,1.0
baik,0.9890573062002659,1.0,1.0
layan maxim bagus,0.9967877203598619,1.0,1.0
sangat baik,0.9979219604283571,1.0,1.0
ramah,0.9885368775576353,1.0,1.0
baik,0.9890573062002659,1.0,1.0
puas,0.9696573354303837,1.0,1.0
beberapa kali dapet driver gak baca maps gak hapal jalan pernah nunggu menit mau cancel gak enak ehh gak cancel ngelunjak abang minta samperin lokasi luar titik jemput terima kasih banyak maxim aku kapok,0.2995256781578064,0.0,1.0
berkatakata puasssssa,0.5937558710575104,1.0,1.0
keren banget ajak kerja sama bagus bangat,0.9996236530132592,1.0,1.0
sangat bagus,0.9970667778979987,1.0,1.0
draiver prio maxim pusat ama untum order fiktif blokir nomor merekanagar order maxim sering nyantol dpt rating ngatif bodoh,0.11488449573516846,0.0,0.0
sistem distributor maxim sangat adil payah huh,0.3725355267524719,0.0,1.0
bapakk driver luar biasa baikk trmksh,0.9037226811051369,1.0,1.0
driver nya ramah sopan,0.9994123284704983,1.0,1.0
alam layan nya sangat kecewa nyaman supir maxsim nya ky jahat masa penmpang nya marah gara nunggu aja pa ksh lbh ongkos nya,0.4238319993019104,0.0,0.0
kurang puas sopir nya tinggal terima keluar masuk,0.9948556711897254,1.0,1.0
driver ramahsabarsmoga rejekinya lancar,0.8891804963350296,1.0,1.0
oke mantap,0.9998309174989117,1.0,1.0
sangat bantu,0.9879697691649199,1.0,1.0
jangan mau pake aplikasi inidriver nya suka minta uang lebih udh gtu sombongmendingan aplikasj belah yg ijo ramah driver nya,0.9927950128912926,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
benar guna manfaat aplikasi sangat terima kasih kota sampitkalteng cuman beberapa kali mesan makan sipenerima pesananan beberapa kali meresponmenjawab pesananan lebih jam tunggu pesan kabar menu batal ganti sipenerima mesan ganti order sulit pembataln mes bahkan aplikasi lapor uninstall skrg,0.9497162066400051,1.0,1.0
nyaman,0.9497606717050076,1.0,1.0
cara pesan makan ribet kadang ga dpt drivernyaa,0.1702020764350891,0.0,0.0
ga recomend skrg,0.2776890993118286,0.0,1.0
mantap terimakasih tepat waktu,0.9998704680183437,1.0,1.0
sistem nya kurang bagus,0.9964608664158732,1.0,1.0
maps nya jadul upgrade tinggal poto ambil terima barang jadi ragu kalau mau kirim barang alam yg alami barang tangan tagih sama owner yg kirim barang kata drivernya barang kirim terima barang yg cargo maps gak icon kendara antar jemput yg gambar orang warna yg sama ukur sangat kecil jadi susah beda,0.24915719032287598,0.0,0.0
good job,0.9992769314558245,1.0,1.0
muas muat orang duduk nyaman kalau bawa keluarga,0.9786075707525015,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
aplikasi ga jelas titik jemput nyadapet order lama banget,0.07520359754562378,0.0,0.0
semangat terus kerja,0.9649670347571373,1.0,1.0
sangat ramah erti,0.9990134749095887,1.0,1.0
aplikasi terlalu banyak bug mya d baik lagitks,0.9145832359790802,1.0,1.0
layan bagus,0.9936282229609787,1.0,1.0
sangatt ramah,0.9960784376598895,1.0,1.0
driver milih harga lah tindak lanjut driver nya kalau gak cocok sama kerja nya gak usa jadi driver kekgini kan malah yg susah biasa nya gampang driver malah x blkngan susah driver padahal driver dekat banyak gak mau ambil order nya,0.0174751877784729,0.0,0.0
bagus murah,0.9963603923097253,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
mud baik,0.995730004273355,1.0,1.0
sangat ramah,0.9978517529089004,1.0,1.0
good job,0.9992769314558245,1.0,1.0
selamat siangini maxim bagaimana yabaru pertama kali naik maxim car kok argo pertama trus tuju jd parahpadahal ga masuk tol gimana maximpadahal kmrin naik maxim motor oke oke aja jd males deh naik maxim,0.9526695720851421,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
maksim nya bawa motor ga ngotak sya hampir jatuh trs minta tambah ongkos,0.16648095846176147,0.0,0.0
ramah banget layan bagus,0.9998891465947963,1.0,1.0
good,0.9906724849715829,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
hallo aplikasi login alias nerima kode otp udah semua no yg masuk tetap aja bs nerima kode otp login,0.061047494411468506,0.0,0.0
trimakasih antar selamatbarakallah,0.9421135187149048,1.0,1.0
driver ramah,0.994302005507052,1.0,1.0
ramah humanis,0.9955848003737628,1.0,1.0
baik,0.9890573062002659,1.0,1.0
baik maxinya,0.9956176988780499,1.0,1.0
masa mesan gofood susah kli aplikasi ga jelass nyesal download nya ajj,0.046221017837524414,0.0,0.0
rusak aplikasi masa order nya dpt drivernya jarak menit titik jemput dibenerin sistem,0.1087750792503357,0.0,0.0
apk jelek bukan nya mudah malah sulit,0.10822319984436035,0.0,0.0
driver ramah bersihmengemudi hati pokok yaa mantep driver,0.9949879706837237,1.0,1.0
bagus,0.9842692036181688,1.0,1.0
aplikasi scam promosiin mulu saldo gratis tp gapernah pakai,0.11810880899429321,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
cukup baik,0.9988549612462521,1.0,1.0
puas banget,0.9852262437343597,1.0,1.0
terimakasih,0.9425998106598854,1.0,1.0
bangetttt yahhh apk nih kalau nyari driver susah bangett gilakkkk hampir satu jam cuma nyari kemudi ampun dah,0.09810483455657959,0.0,0.0
kemudi sangat ramah,0.9988232883624732,1.0,1.0
nice,0.8411723524332047,1.0,1.0
jelek,0.3090358376502991,0.0,0.0
kali kalau mau punya driver milih milih deh maxim nol bgt,0.2207687497138977,0.0,1.0
keren sangat cepat kendara bersih sesuai,0.9996429985621944,1.0,1.0
supir ojek ramah,0.9958974104374647,1.0,1.0
terimakasih mas nya baik sopanselamat tuju,0.9998819948596065,1.0,1.0
driver sering tolak order waktu tunggu sangat lama,0.12646889686584473,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
maxim apa inimanggil apa lamahujan ngga hujan sama ajaajngan pernah download maxim,0.09949737787246704,0.0,0.0
bagus,0.9842692036181688,1.0,1.0
abang keren,0.9936772072687745,1.0,1.0
susah dapet kendara padahal banyak yg deteksi,0.15292561054229736,0.0,0.0
layan sangat baik,0.9985507127130404,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
drivernya ramah layan sangat muas,0.9988503534113988,1.0,1.0
drivernya jujur harga aplikasi sdh dilebihin rb mas minta tempat tuju dichat malah nyolot ngotot kalo kasi pdhl gak yg ngasi tp driver sendiri minta ongkir rb tindak lanjut drivernya komplain an segera direspon kalo lama diemin ntk nya bakal disalahgunakan kasi langgan jd bayar ongkir x,0.7218402326107025,1.0,0.0
layan macam apa inimasa opsi batal makan tdk mana pas ubah order bukan malah ubah malah order datangminuss akall aplikasi perass duit orng,0.022626399993896484,0.0,0.0
driver ramah baik,0.9998907946646796,1.0,1.0
susah sekali order makan aplikasi,0.07445251941680908,0.0,0.0
kayak naik odong odonggak jelasmurahan,0.5909723937511444,1.0,1.0
baik cepat,0.9992153908242472,1.0,1.0
mantap,0.9869583463296294,1.0,1.0
wooi maxim klo login tuh tolong mudah kasih b aja lah,0.9972394781652838,1.0,1.0
