processed_text,vader_sentiment
"['driver', 'sering', 'minta', 'offline', 'utama', 'bandara', 'harga', 'lebih', 'mahal', 'aplikasi']",negatif
"['beneran', 'udah', 'angkat', 'tangan', 'aku', 'top', 'up', 'maxim', 'kaspro', 'sekian', 'kali', 'tiba', 'tiba', 'potong', 'banyak', 'trus', 'tiba', 'tiba', 'blokir', 'trus', 'barusan', 'malah', 'gak', 'masuk', 'sama', 'sekali', 'blokir', 'mau', 'apa', 'coba', 'mending', 'bayar', 'langsung', 'transfer', 'bank', 'aja', 'ribet', 'pungli', 'gin', 'gak', 'bangett', 'sumpah']",negatif
"['hese', 'alias', 'susah', 'verifikasi', 'otp', 'buat', 'order', 'jadi', 'telat', 'kerja', 'makasih']",positif
"['draiver', 'prio', 'maxim', 'pusat', 'ama', 'untum', 'order', 'fiktif', 'blokir', 'nomor', 'merekanagar', 'order', 'maxim', 'sering', 'nyantol', 'dpt', 'rating', 'ngatif', 'bodoh']",negatif
"['layan', 'bagus', 'sy', 'kecewa', 'kok', 'data', 'deskripsi', 'bobol', 'sama', 'tipu', 'akhir', 'banyak', 'yg', 'kena', 'tipu', 'kalau', 'pakai', 'maxim', 'utk', 'delivery']",negatif
"['log', 'pakai', 'no', 'hp', 'apa', 'sebab']",negatif
"['susah', 'cari', 'alamat', 'tuju']",negatif
"['kode', 'verivikasi', 'gak', 'masuk', 'masuk', 'udah', 'lewat', 'wa', 'sms', 'sama', 'aja']",negatif
"['aplikasi', 'gajelas', 'mau', 'daftar', 'pake', 'nomor', 'hp', 'sms', 'kode', 'verifikasi', 'ga', 'masuk', 'sampe', 'kena', 'limit', 'minta', 'kode']",negatif
"['driver', 'yg', 'ramah']",positif
['good'],positif
"['sihh', 'sya', 'gk', 'msuk', 'akun', 'sayaa', 'gk', 'terima', 'kode', 'verifikasi', 'makin', 'aneh']",negatif
"['mau', 'tanya', 'cara', 'lihat', 'histori', 'order', 'maxim', 'bagaimana', 'kak', 'ko', 'aplikasi', 'gakbisa', 'nampilin', 'history', 'yah', 'barangsaya', 'tinggal', 'mobil', 'soal', 'driver', 'atasnama', 'harun', 'orang', 'wonotunggal', 'wates', 'batang', 'jawa', 'tengah']",positif
"['map', 'kok', 'katrok', 'lawak', 'mau', 'ketik', 'suta', 'cengkareng', 'aja', 'ngk', 'ketemu', 'lawak']",positif
"['baru', 'sekali', 'cancel', 'akun', 'langsung', 'blokir', 'ga', 'log', 'in', 'kocak', 'banget', 'klo', 'semua', 'akun', 'lo', 'blokir', 'cuma', 'gegara', 'cancel', 'krn', 'salah', 'naro', 'titik', 'maps', 'maps', 'lo', 'ga', 'baca', 'kordinat', 'harus', 'baik', 'sistem', 'bukan', 'malah', 'akun', 'customer', 'blokir', 'gimana', 'mau', 'nambah', 'customer', 'klo', 'cara']",negatif
"['batal', 'padahal', 'cari', 'driver', 'lama']",negatif
"['dong', 'lebih', 'memlihin', 'driver', 'mutu', 'jangan', 'sembarang', 'terima', 'driver', 'contoh', 'nya', 'driver', 'atas', 'nama', 'hariadi', 'plat', 'nomer', 'b', 'ztw', 'mud', 'bahaya', 'konsumen', 'kata', 'kasar', 'konsumen', 'beri', 'peras', 'nyaman', 'lama', 'jalan', 'beliau', 'blacklist', 'ikan', 'ranting', 'jelek', 'terus', 'aplikasi', 'awal', 'nya', 'nyaman', 'malah', 'dapet', 'driver', 'kaya', 'gitu', 'lebih', 'saring', 'terima', 'driver']",negatif
"['halo', 'admin', 'maxim', 'mud', 'nama', 'i', 'ketut', 'wandra', 'daihatsu', 'xenia', 'biru', 'dkaby', 'kemudi', 'ugalan', 'ras', 'suku', 'kata', 'kasar', 'tumpang', 'tumpang', 'turun', 'bukan', 'tempat', 'tuju', 'mohon', 'tindak', 'lanjut', 'nyaman', 'sama', 'terima', 'kasih']",negatif
"['aplikasi', 'kirim', 'tolol', 'map', 'tolol', 'ampas', 'ngetik', 'alamat', 'cari', 'map', 'kga', 'ketemuapaan', 'nih', 'dri', 'dulu', 'ampe', 'skrg', 'msh', 'kg', 'bener', 'klo', 'mau', 'nyari', 'alamat', 'tolol']",negatif
"['makin', 'buruk', 'aplikasi']",negatif
"['nomor', 'sms', 'verifikasi', 'mau', 'login']",positif
"['awal', 'yg', 'sedih', 'baru', 'make', 'apk', 'nya', 'mau', 'support', 'ehh', 'malah', 'driver', 'yg', 'asal', 'asal', 'pas', 'nya', 'apa', 'belikan', 'nya', 'apa', 'malah', 'kasih', 'tarif', 'tambah']",positif
"['emang', 'yah', 'driver', 'minta', 'naikin', 'ongkir', 'dgn', 'alas', 'hari', 'malam', 'kocak', 'ongkir', 'awak', 'k', 'jadi', 'bangke']",positif
"['layan', 'buruk', 'masa', 'yg', 'cari', 'uang', 'pas', 'driver', 'dmn', 'usaha', 'cari', 'uang', 'kecil', 'gilir', 'mau', 'trasfer', 'langsung', 'uang', 'kecil', 'jagan', 'gitu', 'kali', 'dikit', 'uang', 'byk', 'bilg', 'terimakasih', 'uang', 'butuh', 'kira', 'gw', 'sumbang', 'kali', 'lihat', 'kalo', 'ansul', 'byk', 'ribu', 'mikir', 'apa']",negatif
"['izin', 'notifikasi', 'aktif', 'popup', 'jalan', 'chat', 'driver', 'ga', 'masuk', 'padahal', 'pake', 'layan', 'delivery', 'paket', 'akhir', 'driver', 'balik', 'rumah', 'garagara', 'ga', 'jawab', 'chat', 'terus', 'mau', 'nanyain', 'nomor', 'terima', 'paket', 'padahal', 'tulis', 'nomor', 'aplikasi', 'sama', 'driver', 'kata', 'ga', 'muncul', 'nomor', 'lebih', 'ramah', 'aplikasi', 'hijau', 'asli', 'dah', 'kasi', 'drivernya']",positif
"['aplikasi', 'gk', 'jelas', 'masa', 'verifikasi', 'nomor', 'hp', 'lama', 'sekali']",positif
"['udah', 'lama', 'guna', 'maximini', 'mau', 'pesan', 'foodsgoods', 'gak', 'mohon', 'diperbaikin', 'buat', 'pesan', 'foodsgoods']",positif
"['gak', 'login', 'mnta', 'otp', 'gak', 'sms', 'gimana', 'mau', 'mesan']",negatif
['good'],positif
"['pihak', 'aplikasi', 'lebih', 'perhati', 'sistemnyamasa', 'tarif', 'mengqadha', 'tuju', 'beda', 'harganyakalau', 'beda', 'sedikit', 'masalah', 'beda', 'harga', 'lambung', 'tinggi']",negatif
"['lokasi', 'yg', 'tuju', 'susah', 'nyarinya']",negatif
"['aplikasi', 'ribet', 'gak', 'jelas', 'udah', 'isi', 'maxim', 'wallet', 'gak', 'dipake', 'rugi']",negatif
"['adakan', 'bayar', 'pake', 'paymen']",negatif
"['terima', 'kasih', 'barang', 'tiba', 'baik']",positif
"['terlalu', 'banyak', 'driver', 'susah', 'order']",negatif
"['sangat', 'bagus', 'gojek', 'mahal']",positif
"['aplikasi', 'sangat', 'jelekkarena', 'nomernya', 'guna', 'smartfren', 'dapat', 'saldo', 'gratis']",positif
"['pake', 'kartu', 'smartfren', 'gk', 'dapet', 'saldo', 'gratis', 'pilih', 'kasih', 'peang']",positif
"['lebih', 'seleksi', 'masalah', 'kendara', 'driver', 'nya', 'masak', 'motor', 'butut', 'tahun', 'an', 'dpkek', 'bawa', 'tumpang']",negatif
"['driver', 'maxim', 'banyak', 'ganjen', 'mud', 'seringkali', 'temu', 'kemudi', 'motor', 'helm', 'nya', 'safety', 'lah', 'maxim', 'lebih', 'selektif', 'pilih', 'driver', 'karna', 'tumpang', 'kan', 'bayar', 'bukan', 'numpang', 'cumacuma', 'jadi', 'baik', 'layan', 'lebih', 'selektif', 'pilih', 'driver']",positif
"['aplikasi', 'keren', 'harga', 'murah', 'sayang', 'kalau', 'order', 'maxim', 'car', 'dg', 'jarak', 'dekat', 'driver', 'mau', 'terima', 'order']",positif
"['mau', 'login', 'kode', 'nya', 'gak', 'kirim', 'kan', 'tolol']",negatif
"['tiba', 'log', 'out', 'sendiri', 'ga', 'login', 'hahahaha']",negatif
"['driver', 'nya', 'bad', 'attitude', 'masa', 'aku', 'udah', 'naik', 'mobil', 'drivernya', 'eh', 'drivernya', 'minta', 'cancel', 'padahal', 'aku', 'lambat', 'k', 'gereja', 'padahal', 'luar', 'kan', 'hujan', 'drivernya', 'bad', 'attitude', 'skli']",negatif
"['aplikasi', 'sering', 'disalahgunakan', 'modus', 'operandi', 'tipu', 'sering', 'banget', 'ngerjain', 'driver', 'maxim', 'sangat', 'sistem', 'bagi', 'order', 'fairplay']",negatif
"['tanggung', 'jawab', 'respon', 'lama', 'padahal', 'barang', 'tinggal', 'tdiak', 'mau', 'urus']",positif
"['jumlah', 'driver', 'palembang', 'dibatasin', 'driver', 'banyak', 'order', 'gak']",negatif
"['kantor', 'maxim', 'tasikmalaya', 'pegawai', 'driver', 'kayak', 'musuh', 'karna', 'terlalu', 'bnyk', 'atur', 'anggar', 'beli', 'stiker']",negatif
"['ga', 'worth', 'it', 'tiba', 'tiba', 'pas', 'mesen', 'plat', 'nya', 'beda', 'sama', 'yg', 'apk', 'mana', 'supir', 'nya', 'marah', 'marah', 'tiba', 'tiba', 'malah', 'harga', 'nya', 'naik', 'padahal', 'apk', 'lebih', 'murah', 'ga', 'worth', 'it']",negatif
"['tadi', 'sen', 'pas', 'nyampe', 'malah', 'jadi', 'waduh', 'gimana', 'nya']",positif
['jelek'],negatif
"['susah', 'banget', 'nyari', 'alamat', 'tuju', 'buset', 'deh', 'dong', 'upgrade', 'apk', 'nya']",negatif
"['aplikasi', 'sampahh', 'buka', 'mudah', 'malah', 'sulit', 'login', 'terus', 'aja', 'muter', 'apk', 'kontoll']",positif
"['driver', 'nya', 'lama', 'kadang', 'org', 'buru', 'buru', 'malah', 'yg', 'santai', 'siap', 'siap', 'rumah', 'ngisi', 'bensin', 'dn', 'lah', 'drivernya', 'kalo', 'ga', 'siap', 'nganter', 'gausah', 'open', 'order', 'dulu']",positif
"['sdh', 'kecewa', 'sama', 'orang', 'kantor', 'maxim']",negatif
"['knp', 'y', 'kemudi', 'nya', 'toxic', 'toxic', 'smuatrus', 'gitu', 'titik', 'suka', 'g', 'sesuai']",positif
"['mes', 'maxim', 'ride', 'lalu', 'bayar', 'tiba', 'tiba', 'ubah', 'nontunai', 'jadi', 'tunai', 'padahal', 'top', 'up', 'saldo', 'yg', 'top', 'up', 'kan', 'sesuai', 'isi', 'jadi', 'alih', 'nontunai', 'tunai', 'padahal', 'sedang', 'bawa', 'tunai', 'aplikasi', 'yg', 'susah']",negatif
"['gak', 'didownload']",negatif
"['apk', 'tipu', 'buto']",negatif
"['buka', 'maps', 'lama', 'kirain', 'memori', 'hp', 'udh', 'penuh', 'pke', 'hp', 'laen', 'sma', 'aja', 'baik', 'bug', 'nya', 'parah', 'bnr']",negatif
"['apk', 'sangat', 'jelekmasa', 'aku', 'sen', 'makananfoodcari', 'kemudi', 'lama', 'bngt', 'udah', 'kali', 'aku', 'order', 'batal', 'terus', 'pulak', 'tu']",negatif
"['banyak', 'driver', 'curang']",negatif
"['sangat', 'ramah', 'sopir', 'mobil', 'kalo', 'motor', 'ramah']",positif
['kecewa'],negatif
"['ngaco', 'nih', 'aplikasi', 'map', 'ga', 'akurat', 'ga', 'lengkap', 'percuma', 'download', 'buang', 'kuota']",negatif
"['nyari', 'lokasi', 'aplikasi', 'tengah', 'mampus']",negatif
"['kocak', 'banget']",positif
"['minta', 'harga', 'up', 'kasihan', 'driver', 'maxim', 'naik', 'sama', 'ongkir', 'makan', 'jadi', 'k', 'bike', 'harga', 'naik', 'jadi', 'k', 'terima', 'kasih', 'jangan', 'bohongin', 'costumer', 'baru', 'harga', 'asli', 'k', 'kok', 'malah', 'banner', 'jalan', 'kota', 'pasuruan', 'takut', 'costumer', 'baru', 'kecewa', 'sama', 'mobil', 'harga', 'kok', 'k']",positif
"['kalau', 'hujan', 'susah', 'driver', 'biaya', 'udah', 'tambah', 'biar', 'cepat', 'malah', 'g', 'hampir', 'jam', 'lebih']",negatif
"['maxim', 'kurang', 'tegas', 'atur', 'driver', 'jdi', 'banyak', 'driver', 'nakal', 'yg', 'mengatasnamakan', 'toko', 'minta', 'uang', 'tf', 'dgn', 'alas', 'driver', 'punya', 'uang', 'utk', 'bayar', 'fitur', 'delivery', 'nyata', 'tipu', 'apa', 'pas', 'hubung', 'kmbali', 'drivernya', 'dgn', 'sopan', 'kirim', 'alat', 'kelamin', 'pihak', 'maxim', 'telusur', 'oknum', 'rusak', 'nama', 'baik', 'maxim', 'lebih', 'sus', 'sulawesi', 'tenggara', 'kendari']",negatif
"['babi', 'aplikasi', 'pesan', 'makan', 'tunggu', 'sampel', 'jm', 'gak', 'pernah', 'mending', 'pakek', 'gojek', 'sak', 'sampek', 'menit', 'langsung', 'respon', 'cepat', 'dapet', 'nya']",negatif
"['peta', 'gak', 'lengkap']",negatif
"['driver', 'nya', 'payah', 'dlm', 'kuasa', 'jalan', 'nya', 'utama', 'kota', 'palangkaraya', 'masa', 'gara', 'gak', 'tau', 'lokasi', 'nya', 'malah', 'cancel', 'padahal', 'klo', 'kuasa', 'jln', 'nya', 'baik', 'mudah', 'temu', 'lokasi', 'nya', 'masa', 'harga', 'mati', 'ngikutin', 'rute', 'aplikasi', 'ajak', 'lewat', 'jln', 'yg', 'sesat', 'mau', 'aja', 'kan']",negatif
"['banyak', 'order', 'fiktif', 'tp', 'gaada', 'tindak', 'lanjut', 'payahh']",negatif
"['saran', 'si', 'ga', 'work', 'it', 'naik', 'transportasi', 'banyak', 'driver', 'nakal', 'argo', 'sama', 'driver', 'beda', 'konfirmasi', 'cs', 'mending', 'kalau', 'driver', 'yg', 'suruh', 'nunggu', 'lah', 'nunggu', 'lama', 'driver', 'tiba', 'tiba', 'argo', 'ga', 'sesuai', 'sama', 'yg', 'pesan', 'aneh', 'rugi', 'langgan', 'ga', 'maju', 'nih', 'aplikasi', 'kalau', 'nyata', 'lapang', 'banyak', 'driver', 'nakal', 'padahal', 'sering', 'kasih', 'tip', 'buat', 'driver', 'cuma', 'kalau', 'sering', 'nakal', 'mah', 'jd', 'kapok', 'pake', 'belah', 'aja', 'skrng', 'lebih', 'akurat']",negatif
"['pernah', 'tepat', 'waktubahkan', 'jarang', 'mau', 'ambil', 'order', 'walopun', 'tempat', 'strategis']",negatif
"['apk', 'sampah', 'anak', 'aku', 'maki', 'driver', 'cuma', 'masalah', 'titik', 'jemput', 'padahal', 'titik', 'jemput', 'sesuai', 'biasa', 'order', 'lebih', 'tegas', 'driver', 'training', 'ulang', 'perlu', 'minimal', 'pake', 'apk', 'maps', 'jadi', 'customer', 'ga', 'jadi', 'korban', 'driver', 'kalian']",negatif
"['mesan', 'makan', 'drivernya', 'susah', 'cari']",negatif
"['sangat', 'baik']",positif
"['top', 'up', 'wallet', 'gk', 'masuk', 'parah', 'nyusahin', 'orang', 'aja', 'pas', 'gk', 'cash', 'plus', 'kaya', 'scam', 'aja']",negatif
"['sangat', 'bantu']",positif
"['apk', 'ga', 'jelas', 'ga', 'danta', 'aneh', 'apk', 'kocak', 'masa', 'iya', 'ga', 'batalin', 'order', 'food']",negatif
['nyaman'],positif
"['kasih', 'bintang', 'dulu', 'soal', 'tiap', 'order', 'driver', 'nya', 'rekuwes', 'selalu', 'minta', 'tambah', 'ongkos', 'hampir', 'kali', 'lipat', 'tindak', 'driver', 'suka', 'bila', 'perlu', 'suspend', 'makaasih', 'kalo', 'udah', 'tindak', 'lanjut', 'baru', 'kasih', 'bintang']",positif
"['update', 'biar', 'order', 'fiktif', 'customer', 'hidup', 'lokasikarna', 'banyak', 'driver', 'keluh', 'customer', 'tanggung', 'jawan']",negatif
"['payah', 'dlam', 'gpsmap', 'klik', 'nama', 'jalan', 'mlah', 'kata', 'gk', 'daftar', 'beda', 'sama', 'gojek', 'kecewa']",negatif
"['merespon', 'calon', 'pelanggansusah', 'a', 'gagal']",negatif
"['driver', 'aneh', 'smua']",negatif
"['susah', 'sihh', 'nentuin', 'alamatnyamapsnya', 'susah', 'baca']",negatif
"['tolol', 'gaguna']",negatif
"['titik', 'nya', 'selalu', 'ga', 'sesuai', 'jadi', 'males', 'pake', 'nya']",negatif
"['pesan', 'maxim', 'gk', 'kemudi', 'batal', 'dy', 'ambil', 'barang', 'antar', 'alamat', 'tuju', 'minta', 'ongkir', 'lebih', 'yg', 'app', 'maxim', 'hati', 'buat', 'teman', 'mau', 'pakai', 'maxim']",positif
"['buat', 'pihak', 'maxim', 'tingkat', 'kan', 'driver', 'nya', 'kasar', 'sopan', 'driver', 'beda', 'aplikasi', 'yg', 'dtg', 'malah', 'driver', 'gojek', 'kasar', 'enak', 'nya']",positif
"['mudah', 'nitikinnya', 'dong', 'woy', 'nyari', 'titik', 'antar', 'aja', 'susah', 'banget']",positif
"['mantapyg', 'bawa', 'mobil', 'ramahx', 'orngx']",positif
"['maps', 'akurat', 'jadi', 'cs', 'susah', 'buat', 'titik', 'jemput', 'harap', 'baik', 'maaps', 'nya', 'kok', 'susah', 'buat', 'titik', 'jemput', 'nya', 'gmn', 'ni', 'dong', 'baik']",positif
"['parah', 'hampir', 'jam', 'nunggu', 'gak', 'satu', 'yg', 'ambil', 'orderankayak', 'ngemis', 'bangetyaudah', 'pindah', 'grab', 'aja']",negatif
"['gimana', 'minta', 'verifikasi', 'gak', 'masuk', 'via', 'sms', 'sama', 'via', 'telpon', 'gak', 'masuk', 'gimana', 'sih', 'niat', 'gak', 'bikin', 'apk', 'gimana', 'mau', 'rame', 'apk', 'kalo', 'begini']",negatif
"['baik', 'team', 'maxim', 'nganter', 'konsumen', 'jaga', 'omong', 'nyadan', 'satu', 'ga', 'usah', 'byak', 'tanya', 'konsumen']",positif
"['join', 'sama', 'kasprokaspronya', 'sering', 'eror', 'biaya', 'topup', 'mahal', 'biaya', 'lain', 'jg', 'mahal', 'mahaltopup', 'malah', 'sering', 'gak', 'masukakun', 'tiba', 'tiba', 'terkuncikenapa', 'kaspro', 'bikin', 'ribet', 'aja']",negatif
"['aplikasi', 'tdk', 'guna', 'buruk', 'batal', 'pesan', 'ad', 'perlu', 'tiba', 'sdh', 'info', 'driver', 'mna', 'driver', 'tmpat', 'tuju', 'driver', 'ngamuk', 'sya', 'malah', 'blokir', 'login', 'terima', 'kode', 'verifikasi', 'apa', 'pemberitahuan', 'konfirmasi', 'benar', 'aplikasi', 'buruk', 'admin', 'drivernya', 'laku', 'buruk']",negatif
"['maxim', 'bagus', 'kalau', 'order', 'makan', 'banyak', 'gk', 'mau', 'datang', 'driver', 'nya']",positif
"['order', 'gak', 'pernah', 'sukses', 'hedeh']",positif
"['kalau', 'tuju', 'temu', 'maps', 'mending', 'cancel', 'alam', 'order', 'alamat', 'tuju', 'deteksi', 'akhir', 'bayar', 'pas', 'tuju', 'tarif', 'selisih', 'banyak', 'aplikasi', 'belah', 'saran', 'mending', 'cancel', 'kalau', 'alamat', 'tuju', 'deteksi', 'mahal', 'tarif']",negatif
"['kadang', 'susah', 'buat', 'cari', 'titik', 'pickup']",negatif
"['elek', 'masa', 'aku', 'ngisi', 'ewallet', 'gin', 'malah', 'potong', 'segitu']",negatif
"['gak', 'asik', 'orang', 'maksa', 'banget', 'suruh', 'buat', 'download', 'apk', 'maxik', 'mana', 'focer', 'nya', 'cuma', 'pake', 'buat', 'transportasi', 'doang']",positif
"['tipu', 'smp', 'ymik']",negatif
"['susah', 'jarak', 'km', 'ga', 'ketemu', 'maximal', 'jarak', 'berapa', 'bos']",negatif
"['login', 'susah']",negatif
"['maxim', 'sangat', 'jelek', 'segi', 'aman', 'daerah', 'sukabumi', 'bnyak', 'kasus', 'delive', 'barang', 'maling', 'driver', 'pihak', 'maxim', 'tanggung', 'jawab', 'mnding', 'pake', 'gojek', 'grab', 'aja', 'yg', 'lebih', 'jelas', 'aman', 'aplikasi', 'abal', 'mana', 'driver', 'sma', 'yg', 'd', 'aplikasi', 'selalu', 'beda', 'plat', 'no', 'motor', 'beda']",positif
"['maps', 'nya', 'baik', 'pasang', 'titik', 'jemput', 'eh', 'maps', 'titik', 'malah', 'jadi', 'jauh', 'banget']",positif
"['susah', 'guna']",negatif
"['resiko', 'order', 'fiktif', 'nya', 'banyak', 'karena', 'cantum', 'foto', 'costumer', 'maupun', 'no', 'hp', 'costumernya', 'jadi', 'mudah', 'bikin', 'order', 'fiktif']",negatif
"['aplikasi', 'sih', 'murah', 'ongkirnya', 'kalau', 'buat', 'anak', 'kos', 'laper', 'tengah', 'malam', 'duit', 'lg', 'paspasanmau', 'keluar', 'gada', 'kendara', 'siap', 'aja', 'tahan', 'laper', 'besok', 'mustahil', 'order', 'makan', 'kl', 'lo', 'order', 'sedikit', 'manja', 'sekali', 'kurir', 'mau', 'aplikasi', 'ijo', 'duit', 'ngepres', 'mau', 'keluar', 'gada', 'motor', 'gilir', 'aplikasi', 'murah', 'beeehhhhampun', 'dah']",positif
"['aplikasi', 'buruk']",negatif
"['kalo', 'ujan', 'order', 'mau', 'ambil', 'langgan', 'guna', 'cepat', 'biaya', 'tambah', 'licik']",positif
"['klo', 'mau', 'lok', 'tuju', 'milih', 'lewat', 'map', 'tuh', 'ga', 'klik', 'lokasi', 'nya']",negatif
"['aplikasi', 'nya', 'sangat', 'jelek', 'maxim', 'mobil', 'k', 'jagan', 'coba', 'download']",negatif
['bagus'],positif
"['aplikasi', 'brengsek', 'saldo', 'kaspro', 'gak', 'dipakek']",negatif
"['driver', 'nya', 'bnyak', 'gaya', 'kali', 'broo', 'kalo', 'mau', 'ongkos', 'besar', 'jgn', 'bawak', 'ojol', 'bawak', 'trevel', 'jancokk', 'ni', 'mentang', 'ongkos', 'kecil', 'nggk', 'yg', 'mau', 'nerima', 'order', 'kasih', 'ingat', 'tuh', 'driver', 'yg', 'kyk', 'bgt', 'admin']",positif
"['driver', 'banyak', 'sok', 'nolak', 'order', 'utama', 'drivel', 'mobil', 'kalo', 'antar', 'jemput', 'dekat', 'kalo', 'delivery', 'food', 'kalo', 'udah', 'capai', 'k', 'banyak', 'mintak', 'batal', 'alas', 'gak', 'bawa', 'duitpntk', 'lah', 'driverny']",negatif
"['parah', 'baik', 'aplikasi', 'pesan', 'naik', 'drivernya', 'tuju', 'tuju', 'beberapa', 'menit', 'kemudian', 'buka', 'hp', 'tiba', 'tiba', 'mes', 'driver', 'padahal', 'ga', 'mes', 'buat', 'cekcok', 'tumpang', 'driver']",negatif
"['dong', 'ongkir', 'anter', 'paket', 'jgn', 'cuma', 'rp', 'rb', 'kaya', 'gak', 'punya', 'hati', 'terlalu', 'sepele', 'buat', 'driver']",positif
"['driver', 'car', 'dibalikpapan', 'kurang', 'bagus', 'pelayanannyasering', 'bgt', 'minta', 'cancel', 'alas', 'jelas']",positif
"['alam', 'lama', 'mengunakan', 'maxim', 'lama', 'mes', 'pernah', 'ketemu', 'driver', 'ramah', 'jujur', 'biasa', 'driver', 'kurang', 'ramah', 'selalu', 'minta', 'tarif', 'lebihkarena', 'kasih', 'bintang', 'muas', 'jambi', 'tindak', 'oknum']",positif
"['klo', 'pesan', 'maxim', 'padahal', 'banyak', 'yg', 'dekat', 'titik', 'tpi', 'selalu', 'kasih', 'yg', 'jauh']",positif
"['lokasi', 'susah', 'titik', 'sama', 'selalu', 'meleset']",negatif
"['driver', 'segera', 'tiba', 'menit', 'malah', 'jadi', 'menit', 'babi', 'yg', 'jelas', 'lah', 'kalo', 'atur', 'waktu', 'sesuai', 'map', 'perlu', 'desak', 'malah', 'tipu', 'tau']",negatif
"['scam', 'cuyyy']",negatif
"['gak', 'ngotak', 'customer', 'pagi', 'pagi', 'siang', 'sore', 'malam', 'udah', 'harga', 'murah', 'lo', 'murahin', 'rumah', 'gedong', 'elit', 'koret', 'gaya', 'elit', 'ekonomi', 'sulit', 'lo', 'brengsek', 'mau', 'murah', 'naik', 'odong', 'odong', 'aja']",negatif
"['maxim', 'tu', 'mud', 'yg', 'ngerti', 'yg', 'ga', 'ngerti', 'heran', 'mreka', 'ojek', 'tp', 'mreka', 'gatau', 'jalan', 'pdahal', 'udh', 'sesuai', 'maps', 'nunjukin', 'jalannlewat', 'chat', 'lama', 'buanget', 'dtgnya', 'mnurut', 'harus', 'sesi', 'daftar', 'dlu', 'kantor', 'pusat', 'yg', 'mau', 'jd', 'driver', 'maxim', 'tu', 'jd', 'ga', 'sembarang', 'org', 'stres', 'ikut', 'masuk', 'masuk', 'aja', 'bahaya', 'mesen', 'yg', 'buat', 'baranggada', 'yg', 'mau', 'ambil', 'ambil', 'sih', 'tp', 'luamaa', 'bgt', 'bisa', 'isi', 'bensin', 'dlu', 'lah', 'makan', 'dlu', 'lah', 'maaf', 'bgt', 'bknya', 'gabole', 'tp', 'mikir']",negatif
"['maxim', 'tolol']",negatif
['jelek'],negatif
"['aplikasi', 'lot', 'parahhhhh', 'mau', 'order', 'susahhhh']",positif
"['driver', 'sering', 'lambat', 'gak', 'pernah', 'kembali', 'gak', 'sesuai', 'sama', 'waktu', 'yg', 'd', 'tentu', 'd', 'terang']",negatif
"['orang', 'ja', 'baik', 'sopan', 'terimakasih', 'pak', 'maxim', 'indonesia', 'selalu', 'pakai', 'aplikasi', 'maxim', 'aplikasi', 'maxim', 'jakarta', 'indonesia', 'jakarta', 'punja', 'cerita']",positif
"['min', 'kan', 'dapet', 'voucher', 'maxim', 'nah', 'pas', 'nyoba', 'order', 'opsi', 'nya', 'malah', 'balik', 'tunai', 'kayak', 'gak', 'make', 'vouncher', 'nya', 'mohon', 'diperbaikin', 'sistem']",positif
"['isi', 'kaspro', 'mau', 'buat', 'ngojek', 'ehh', 'hasil', 'saldo', 'potong', 'apl', 'suru', 'bayar', 'tunaipadhal', 'saldo', 'potong']",negatif
"['mudah', 'buat', 'bikin', 'order', 'jangan', 'cuma', 'iklan', 'yg', 'banyak', 'menu', 'order', 'susah', 'buat', 'orang', 'baru']",positif
"['bohong', 'apk', 'nya', 'jgn', 'mau']",negatif
"['akhir', 'edit', 'jadi', 'b', 'ikut', 'jadi', 'driver', 'sejak', 'sekarang', 'maxim', 'terus', 'laku', 'buka', 'driver', 'makin', 'banyaktidak', 'pernah', 'dengar', 'masuk', 'driver', 'rintis']",positif
"['aplikasi', 'jajah', 'penting', 'jual', 'atribut', 'bahkan', 'driver', 'makin', 'banyaklambat', 'laun', 'aplikasi', 'akab', 'tutup', 'permanen', 'bertahaplihatlah', 'sep']",positif
"['banyak', 'order', 'fooddilivery', 'modus', 'alfaindomaret', 'tipu', 'lampungtapi', 'ga', 'tindak', 'sama', 'sekaliaplikasi', 'hebatkasian', 'driver', 'baru', 'sering', 'tipumaxim', 'mau', 'nampung', 'untung', 'doang']",positif
"['jelek', 'banget', 'mau', 'cancel', 'gabisa', 'order']",negatif
"['mohon', 'sangat', 'jarak', 'jemput', 'antar', 'sesuai', 'google', 'maps', 'asli', 'bukan', 'aplikasi', 'ongkos', 'sesuai', 'jarak', 'jemput', 'antar', 'google', 'maps', 'asli', 'jangan', 'masuk', 'order', 'indomaret', 'sama', 'alfamart', 'terus', 'apa', 'mau', 'lama', 'order', 'alfamart', 'indomaret', 'order', 'fiktif', 'lain', 'jangan', 'pernah', 'kerja', 'sama', 'antar', 'orang', 'penting', 'diri', 'sendiri', 'aplikasi']",positif
"['maps', 'ny', 'kacau', 'lokasi', 'jemput', 'akan', 'jauh', 'padahal', 'dekat']",negatif
"['susah', 'mapa', 'nya']",negatif
"['nomor', 'blok', 'padahal', 'mau', 'verif', 'ga', 'nyata', 'masuk', 'kode', 'otpnya', 'wa', 'sekarang', 'mau', 'benerin', 'malah', 'udah', 'ndak', 'dibenerin', 'pihak', 'maxim', 'nomer', 'blok', 'unblok', 'diapain', 'mau', 'sen', 'maxim', 'ndak']",negatif
